"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050878","regulation of body fluid levels","36/669","389/18860",0.0925449871465296,2.60896630431024,6.14922873181114,1.6504402706982e-07,3.13534988438167e-05,2.53396629330635e-05,"PLAT/F11R/ANGPT2/OAS2/EDNRB/PRRG4/HSPB1/PRICKLE1/WNK4/HAS2/TFPI2/PDGFB/ITGA2/PDGFA/ANGPTL2/NPR3/SCNN1A/WNK3/GAS6/PDGFRA/NEGR1/MYL9/SERPINB2/ANXA8/F3/SOCS2/DGKE/NEURL1/ENPP4/P2RY1/PROS1/EMP2/PTPRO/CEACAM1/CORO2B/KCNN4",36
"GO:0061448","connective tissue development","31/669","307/18860",0.100977198697068,2.84668156566025,6.25602148521754,1.77711395947464e-07,3.13534988438167e-05,2.53396629330635e-05,"COL5A1/EFEMP1/WNT5A/WNT9A/PDGFD/PDGFRB/ADAMTS12/NOG/SCX/COL1A1/STC1/TGFB2/CCN3/TSKU/PDGFB/CYTL1/ID4/NR1H4/WNT7B/CTSK/MAF/FOXC2/OSR1/BMP4/SERPINB7/WT1/GALNT3/ID2/ACTA2/NFATC2/DLX2",31
"GO:0050920","regulation of chemotaxis","25/669","214/18860",0.116822429906542,3.29337971306036,6.47044448517953,1.78417809135311e-07,3.13534988438167e-05,2.53396629330635e-05,"ANGPT2/MTUS1/WNT5A/NEDD9/CSF1R/PDGFD/PDGFRB/HSPB1/RARRES2/LPAR1/CCN3/PDGFB/ITGA2/NTF3/GAS6/PDGFRA/SLIT2/F3/PADI2/GPR183/PTN/PGF/RIPOR2/PTPRO/MMP28",25
"GO:0003007","heart morphogenesis","29/669","278/18860",0.10431654676259,2.94082223010829,6.2518137345134,2.22610340332636e-07,3.63252373207076e-05,2.93577847325897e-05,"NRG1/SOX11/COL5A1/TPM1/EPHB4/PLXND1/WNT5A/DKK1/TGFBR3/SPRY1/TBX2/PRICKLE1/NOG/DLC1/TGFB2/ADAMTS5/ADAMTS1/JAG1/HAS2/DCHS1/DLL1/FOXC2/PROX1/DSP/SLIT2/BMP4/EMP2/ID2/ABCC9",29
"GO:0050767","regulation of neurogenesis","35/669","378/18860",0.0925925925925926,2.61030836516636,6.06491289930957,2.42220847471121e-07,3.7822150175677e-05,3.05675784903468e-05,"SOX11/TNFRSF1B/RELN/IL1RAPL1/PRTG/PLXND1/WNT5A/BHLHE40/IGDCC4/SEMA6D/MAP2/BDNF/NOG/EGR2/TRPV2/ID4/FGF13/LIF/CRABP2/NEGR1/NKX2-2/DLL1/PROX1/PRKCH/SLIT2/PAX6/NEURL1/PLXNC1/PTN/GATA2/KIT/ID2/DLX2/CDON/RTN4R",35
"GO:0014909","smooth muscle cell migration","16/669","96/18860",0.166666666666667,4.69855505729945,6.96705268445923,2.48339791041871e-07,3.7822150175677e-05,3.05675784903468e-05,"PLAT/TPM1/SEMA6D/PDGFD/PDGFRB/LPAR1/ADAMTS1/CCN3/HAS2/PDGFB/ITGA2/PDGFA/DOCK4/SLIT2/POSTN/BMP4",16
"GO:0042060","wound healing","39/669","453/18860",0.0860927152317881,2.42706817529376,5.89584989646759,3.331572793932e-07,4.91030841789526e-05,3.96847448594684e-05,"NRG1/PLAT/F11R/ANGPT2/COL5A1/TPM1/WNT5A/PRRG4/HSPB1/NOG/TGFB2/TSKU/TFPI2/PDGFB/ITGA2/EREG/PDGFA/ANGPTL2/CASP1/HBEGF/GAS6/PDGFRA/NDNF/EPB41L4B/MYL9/FOXC2/DSP/SERPINB2/ANXA8/F3/PPL/DGKE/ENPP4/P2RY1/GATA2/PROS1/CEACAM1/MMP12/CARMIL2",39
"GO:0042692","muscle cell differentiation","38/669","441/18860",0.0861678004535147,2.42918492758339,5.82396559085445,4.61826917001038e-07,6.59402244930545e-05,5.32923955539356e-05,"NRG1/TPM1/EDNRB/DKK1/PDGFRB/MYPN/KRT19/BDNF/TBX2/PRICKLE1/SORBS2/ADAM12/LAMA2/ADAMTS5/CCN3/B4GALNT2/PDGFB/CXADR/NID1/EREG/RBM24/PDGFRA/DNER/MYL9/PTGFRN/DLL1/MMP14/NKX2-6/PROX1/TNNT1/BMP4/MYBPC2/WT1/RIPOR2/KIT/ID2/NFATC2/CDON",38
"GO:0060485","mesenchyme development","32/669","347/18860",0.0922190201729107,2.59977686167578,5.76806107336563,8.67907606475865e-07,0.000104354469841795,8.4338500928458e-05,"NRG1/HGF/EDNRB/WNT5A/VASN/DKK1/SEMA6D/TGFBR3/SPRY1/MARK1/TRIM62/TBX2/PRICKLE1/NOG/SCX/COL1A1/TGFB2/ADAMTS5/JAG1/HAS2/RANBP3L/DCHS1/ADAM8/RDH10/RBM24/EPHA3/FOXC2/OSR1/BMP4/WT1/EMP2/ACTA2",32
"GO:0048732","gland development","38/669","454/18860",0.0837004405286344,2.35962676886404,5.6235689758762,9.4635032338109e-07,0.000110868580193031,8.96031561247197e-05,"NRG1/HGF/OAS2/IGSF3/PLXND1/WNT5A/ASS1/TGFBR3/CSF1R/TBX2/NOG/STAT6/CDKN1C/TGFB2/ITGA2/ID4/PDGFA/MAFB/BCL2L11/WNT7B/PDGFRA/GLI2/RAP1GAP/PROX1/SOX2/SOCS2/BMP4/PAX6/NEURL1/INSM1/WT1/PTN/GATA2/ID2/FA2H/CEACAM1/HOXB9/EPHB3",38
"GO:0043410","positive regulation of MAPK cascade","39/669","474/18860",0.0822784810126582,2.31953983841365,5.57971673564382,1.04319678933516e-06,0.000119159153261809,9.6303535183888e-05,"NRG1/HGF/WNT5A/DKK1/NRXN1/MAP3K5/CSF1R/PDGFD/PDGFRB/LPAR1/TGFB2/TPD52L1/FGF5/ADRA1B/PDGFB/PDGFA/ADAM8/NTF3/TNFRSF19/WNT7B/DSC2/GAS6/PDGFRA/MAPK8IP2/LIF/IL11/KSR1/TENM1/RASGRF1/SOX2/GPNMB/ADRA1D/BMP4/GPR183/P2RY1/KIT/ACTA2/CDON/NPY",39
"GO:1904238","pericyte cell differentiation","6/669","12/18860",0.5,14.0956651718984,8.70221184056112,1.49945345575719e-06,0.000159325647426851,0.000128765794927692,"TGFB2/PDGFB/FOXC2/OSR1/BMP4/ACTA2",6
"GO:0034340","response to type I interferon","15/669","99/18860",0.151515151515152,4.27141368845405,6.25848440422803,2.05794436395042e-06,0.000204407560845423,0.000165200659696523,"ISG15/OAS2/USP18/WNT5A/IFIT1/IFITM1/SAMHD1/OAS1/OASL/MX1/OAS3/IRF7/IFI27/RBM47/MMP12",15
"GO:0021953","central nervous system neuron differentiation","25/669","245/18860",0.102040816326531,2.87666636161191,5.66999523153529,2.26316966135383e-06,0.000220008982611184,0.000177809611915549,"WNT5A/DKK1/NRXN1/MAP2/CSF1R/LYPD6/TSKU/LHX8/MDGA2/ID4/PRDM8/GLI2/GABRB1/NDNF/NKX2-2/BRSK1/PROX1/SLIT2/PAX6/GATA2/TOX/DLX2/CDON/EPHB3/NPY",25
"GO:0048525","negative regulation of viral process","13/669","76/18860",0.171052631578947,4.82220124301786,6.40280695415388,2.44471309622987e-06,0.000228939190079597,0.000185026938705746,"RSAD2/ISG15/OAS2/IFIT1/IFITM1/TRIM14/TRIM62/OAS1/OASL/MX1/OAS3/PROX1/PTX3",13
"GO:0045664","regulation of neuron differentiation","22/669","199/18860",0.110552763819095,3.11662948524386,5.75636104672554,2.45524629325897e-06,0.000228939190079597,0.000185026938705746,"SOX11/RELN/NREP/EDNRB/DKK1/JAG1/ID4/RAP1GAP/NRCAM/NKX2-2/DLL1/GPRC5B/PROX1/SOX2/GDPD5/SOCS2/BMP4/PAX6/GATA2/ID2/DLX2/CDON",22
"GO:0001503","ossification","37/669","455/18860",0.0813186813186813,2.29248180817688,5.35187952688362,2.5985289750938e-06,0.000229745912859237,0.000185678926014031,"SOX11/HGF/ISG15/WNT5A/IFITM1/DKK1/ADAMTS12/PRICKLE1/NOG/SCX/COL1A1/STC1/CCN3/JAG1/EGR2/RANBP3L/SNX10/ID4/DCHS1/WNT7B/GLI2/FOXC2/MMP14/OSR1/MN1/SOX2/SMOC1/NOTUM/KAZALD1/ANKH/COL13A1/BMP4/PHEX/GALNT3/PTN/PTPRB/ID2",37
"GO:0014910","regulation of smooth muscle cell migration","14/669","89/18860",0.157303370786517,4.43459129003544,6.22831350590049,2.84606570836487e-06,0.000245352343802247,0.000198291926612591,"TPM1/SEMA6D/PDGFD/PDGFRB/LPAR1/ADAMTS1/HAS2/PDGFB/ITGA2/PDGFA/DOCK4/SLIT2/POSTN/BMP4",14
"GO:0032963","collagen metabolic process","16/669","116/18860",0.137931034482759,3.88845935776506,5.98422921706115,3.37524873258349e-06,0.000285583545540259,0.00023080648253222,"COL5A1/TNS2/SCX/COL1A1/ITGA2/ADAMTS14/MFAP4/CTSK/MMP14/MMP1/RCN3/BMP4/SERPINB7/VSIR/MMP28/MMP12",16
"GO:0007219","Notch signaling pathway","21/669","191/18860",0.109947643979058,3.09957035193576,5.59281803322411,4.51591400460627e-06,0.000366762482051487,0.000296414691003816,"LFNG/KRT19/TBX2/SORBS2/ANXA4/TGFB2/CCN3/JAG1/NR1H4/DTX4/DNER/CDH6/DLL1/FOXC2/MMP14/PRAG1/POSTN/NEURL1/GATA2/KIT/DLX2",21
"GO:0010975","regulation of neuron projection development","36/669","448/18860",0.0803571428571429,2.26537475976938,5.19818573979422,4.64089190320332e-06,0.000366762482051487,0.000296414691003816,"RELN/ZNF804A/STMN3/IL1RAPL1/DPYSL3/PLXND1/WNT5A/LZTS1/DKK1/SEMA6D/MAP2/MARK1/BDNF/LPAR1/MAGI2/TSKU/TRPV2/FGF13/NTNG1/NDNF/CRABP2/EPHA3/NEGR1/NRCAM/BRSK1/PRAG1/SLIT2/ATP8A2/STX1B/PLXNC1/CD38/PTN/PTPRO/TOX/RTN4R/EPHB3",36
"GO:0050900","leukocyte migration","33/669","397/18860",0.0831234256926952,2.34335995301081,5.18776886217177,5.68507431824686e-06,0.000419743493103069,0.000339233547316714,"F11R/MTUS1/PPIB/EDNRB/WNT5A/NEDD9/CSF1R/PDGFD/RARRES2/TGFB2/CCN3/PDGFB/CXADR/ITGA2/JAM2/BDKRB1/ADAM8/IL27RA/GAS6/PDE4B/MMP14/SLIT2/PADI2/GPR183/PTN/PGF/EMP2/RIPOR2/PTPRO/KIT/MMP28/DOCK8/CD177",33
"GO:0001763","morphogenesis of a branching structure","22/669","214/18860",0.102803738317757,2.89817414749312,5.35542822438577,8.05830460903378e-06,0.00055785445088902,0.00045085378897114,"COL4A1/HGF/PLXND1/WNT5A/SPRY1/TBX2/NOG/CELSR1/PDGFA/DCHS1/FGF13/RDH10/GLI2/FOXC2/MMP14/PROX1/SLIT2/HOXD11/COL13A1/BMP4/WT1/DLX2",22
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","9/669","41/18860",0.219512195121951,6.18834080717489,6.37773184775895,1.06645327642581e-05,0.000706177539128915,0.000570727397971279,"WNT5A/NRXN1/SPRY1/GPC1/SHISA2/NOG/SPRY4/FGFBP1/NGFR",9
"GO:0007517","muscle organ development","31/669","373/18860",0.0831099195710456,2.34297919747372,5.02382592892639,1.09087736442213e-05,0.000712031239720676,0.000575458314946293,"NRG1/SOX11/TPM1/ASS1/TGFBR3/GPC1/NOG/SCX/TGFB2/LAMA2/B4GALNT2/EGR2/HBEGF/RBM24/LIF/MKX/NEGR1/DNER/DLL1/FOXC2/SGCA/COL6A3/PROX1/DSP/FOS/BMP4/NEURL1/WT1/RIPOR2/ABCC9/CDON",31
"GO:0008217","regulation of blood pressure","21/669","203/18860",0.103448275862069,2.9163445183238,5.26435058838572,1.16990545562928e-05,0.000752858877009887,0.000608454905611198,"TPM1/EDNRB/RARRES2/ENPEP/WNK4/PDGFB/BDKRB1/NPR3/GUCY1A1/SCNN1A/GAS6/DLL1/POSTN/PTGS2/EMP2/PTPRO/ID2/ACTA2/CORO2B/ABCC9/NPY",21
"GO:0050803","regulation of synapse structure or activity","28/669","329/18860",0.0851063829787234,2.39926215691887,4.91011554349364,1.87552940505397e-05,0.00112753866469626,0.000911268303729825,"RELN/ZNF804A/SLITRK6/IL1RAPL1/ELMO1/WNT5A/LZTS1/DKK1/NRXN1/NEDD9/MARK1/LRRN3/BDNF/PRICKLE1/CLSTN3/DOCK4/NEGR1/NRCAM/CLSTN2/CTTNBP2/STX1B/NEURL1/PLXNC1/CYFIP2/PLPPR4/PTPRO/RTN4R/EPHB3",28
"GO:0002064","epithelial cell development","22/669","226/18860",0.0973451327433628,2.74428879452888,5.05898820738995,1.91149824959816e-05,0.00113423837693688,0.00091668296098296,"F11R/EDNRB/PALLD/WNT5A/SCX/STC1/MAGI2/JAG1/PDGFB/PDE4D/WNT7B/CDH5/NKX2-2/EPAS1/DLL1/FOXC2/PROX1/BMP4/PAX6/INSM1/GATA2/ACTA2",22
"GO:0003093","regulation of glomerular filtration","5/669","11/18860",0.454545454545455,12.8142410653621,7.51626555802715,2.1396137942328e-05,0.00122198692823121,0.000987600682916927,"PDGFB/GAS6/EMP2/PTPRO/CORO2B",5
"GO:0071675","regulation of mononuclear cell migration","17/669","150/18860",0.113333333333333,3.19501743896363,5.17595882642108,2.43107634202711e-05,0.00130668432548643,0.00105605248500913,"MTUS1/WNT5A/NEDD9/CSF1R/PDGFD/RARRES2/CCN3/JAM2/ADAM8/IL27RA/GAS6/MMP14/SLIT2/PADI2/RIPOR2/MMP28/DOCK8",17
"GO:0009615","response to virus","34/669","445/18860",0.0764044943820225,2.15394434087436,4.72414378866576,2.43860631133452e-05,0.00130668432548643,0.00105605248500913,"RSAD2/IFI6/ISG15/OAS2/TPT1/IFI44L/DDIT4/USP18/MX2/IFIT1/IFITM1/SAMHD1/HSPB1/IFIT3/OAS1/OASL/MX1/CXADR/OAS3/IFI44/RIGI/CASP1/DTX4/GLI2/IRF7/CHRM2/IRF9/POU2F2/IFI27/IL12RB1/SPON2/ACTA2/MMP12/ABCC9",34
"GO:0003012","muscle system process","36/669","485/18860",0.0742268041237113,2.09255235541584,4.67459031868655,2.62494123208146e-05,0.00136782987626191,0.00110546986117584,"TNFRSF1B/TPM1/LMCD1/EDNRB/PDGFRB/CLIC2/TBX2/SORBS2/STC1/RCSD1/ADRA1B/PDGFB/HTR1D/ITGA2/FGF13/PDE4D/NPR3/GUCY1A1/DOCK4/DSC2/PTGER3/CHRM2/MYL9/PDE4B/SGCA/DSP/ATP8A2/TNNT1/CD38/SCN4B/FGF12/P2RY1/KIT/ACTA2/ADGRD1/ABCC9",36
"GO:0048706","embryonic skeletal system development","16/669","136/18860",0.117647058823529,3.3166270992702,5.19960523655376,2.63447207509407e-05,0.00136782987626191,0.00110546986117584,"SOX11/WNT5A/WNT9A/NOG/SCX/COL1A1/RDH10/PDGFRA/FOXC2/MMP14/OSR1/HOXD11/BMP4/HOXB6/HOXB9/DLX2",16
"GO:1901888","regulation of cell junction assembly","25/669","285/18860",0.087719298245614,2.47292371436813,4.80487811528485,3.15079139509573e-05,0.00159955176491027,0.0012927457560229,"F11R/SLITRK6/IL1RAPL1/ELMO1/WNT5A/LZTS1/DKK1/NRXN1/MARK1/LRRN3/BDNF/PRICKLE1/DLC1/COL16A1/CLSTN3/DOCK4/EPHA3/NEGR1/MMP14/CLSTN2/PRKCH/NEURL1/CYFIP2/RTN4R/EPHB3",25
"GO:0050807","regulation of synapse organization","27/669","322/18860",0.0838509316770186,2.36386931454196,4.73383762909251,3.41566863331126e-05,0.00171496593248342,0.00138602262182254,"RELN/ZNF804A/SLITRK6/IL1RAPL1/ELMO1/WNT5A/LZTS1/DKK1/NRXN1/NEDD9/MARK1/LRRN3/BDNF/PRICKLE1/CLSTN3/DOCK4/NEGR1/NRCAM/CLSTN2/CTTNBP2/NEURL1/PLXNC1/CYFIP2/PLPPR4/PTPRO/RTN4R/EPHB3",27
"GO:0050673","epithelial cell proliferation","36/669","496/18860",0.0725806451612903,2.04614494430783,4.5278617604272,4.19980424793029e-05,0.00201767133481086,0.00163066686077029,"SOX11/HGF/EDNRB/WNT5A/TGFBR3/TBX2/NOG/STAT6/CDKN1C/TGFB2/CCN3/JAG1/HAS2/PDGFB/CCR3/EREG/RAP1GAP/MMP14/OSR1/NKX2-6/PROX1/RASGRF1/F3/BMP4/PAX6/COL8A2/PTN/GATA2/KIT/ID2/FA2H/CEACAM1/MMP12/VASH2/FGFBP1/NGFR",36
"GO:0043583","ear development","22/669","238/18860",0.092436974789916,2.60592129228373,4.78127447762876,4.23548056949755e-05,0.00201767133481086,0.00163066686077029,"SLITRK6/WNT5A/TBX2/NOG/TGFB2/JAG1/TSKU/CYTL1/DCHS1/MAFB/BCL2L11/RDH10/MAF/DLL1/OSR1/PROX1/ATP8A2/SOX2/BMP4/LRIG1/GATA2/PLPPR4",22
"GO:0008544","epidermis development","31/669","402/18860",0.0771144278606965,2.17395831009378,4.56265343470684,4.64260550487517e-05,0.00216449638283415,0.00174932976488744,"SLITRK6/PALLD/WNT5A/DKK1/TRIM16/TGFB2/JAG1/EREG/PDGFA/KRT80/MAFB/COL7A1/TNFRSF19/LAMC2/GLI2/LAMA3/CRABP2/DLL1/DSP/PRKCH/LDB2/HOXC13/PPL/BMP4/PAX6/KRT16/SFRP4/KRT15/FA2H/KRT34/NGFR",31
"GO:0071774","response to fibroblast growth factor","15/669","128/18860",0.1171875,3.30367152466368,5.01507655121448,4.89142558101219e-05,0.00225746701814593,0.00182446793601178,"WNT5A/NRXN1/SPRY1/GPC1/SHISA2/TBX2/NOG/COL1A1/SPRY4/FGF5/NDNF/POSTN/GALNT3/FGFBP1/NGFR",15
"GO:0031346","positive regulation of cell projection organization","29/669","367/18860",0.0790190735694823,2.22765280645805,4.55458708662089,5.24419626130457e-05,0.00239607327179006,0.0019364884720691,"RELN/ZNF804A/IL1RAPL1/EPS8L2/DPYSL3/PLCE1/PLXND1/WNT5A/NEDD9/BDNF/LPAR1/MAGI2/TRPV2/ITGA2/NDNF/CRABP2/EPHA3/NEGR1/TENM1/SLIT2/ATP8A2/NEURL1/PLXNC1/PTN/RIPOR2/KIT/MNS1/CARMIL2/TOX",29
"GO:0038179","neurotrophin signaling pathway","8/669","39/18860",0.205128205128205,5.78283699359933,5.7337748858408,5.58061357230858e-05,0.00246791547135116,0.00199455079966822,"DDIT4/SPRY1/BDNF/MAGI2/NTF3/GFRA1/CYFIP2/DOCK3",8
"GO:0003229","ventricular cardiac muscle tissue development","10/669","62/18860",0.161290322580645,4.5469887651285,5.3646814271543,5.98843805704861e-05,0.00260582604596715,0.00210600909314552,"NRG1/TPM1/TGFBR3/NOG/TGFB2/ADAMTS9/FOXC2/PROX1/DSP/ID2",10
"GO:0060759","regulation of response to cytokine stimulus","20/669","210/18860",0.0952380952380952,2.68488860417112,4.70853197966946,6.15575851844212e-05,0.00262856641782823,0.00212438769136202,"ISG15/USP18/WNT5A/TNFRSF11B/TSLP/CARD16/SAMHD1/ANXA4/OAS1/IRAK2/OAS3/RIGI/NR1H4/CASP1/GAS6/IRF7/SLIT2/RBM47/PADI2/MMP12",20
"GO:0051607","defense response to virus","27/669","334/18860",0.0808383233532934,2.27893987809135,4.52247979129804,6.41356888169985e-05,0.00271329594634135,0.00219286546169621,"RSAD2/IFI6/ISG15/OAS2/IFI44L/DDIT4/USP18/MX2/IFIT1/IFITM1/SAMHD1/IFIT3/OAS1/OASL/MX1/CXADR/OAS3/RIGI/CASP1/DTX4/IRF7/IRF9/IFI27/IL12RB1/SPON2/MMP12/ABCC9",27
"GO:0014706","striated muscle tissue development","32/669","430/18860",0.0744186046511628,2.09795946744534,4.41674138161039,6.94824202065855e-05,0.00282894710119182,0.00228633385883837,"NRG1/SOX11/TPM1/DKK1/TGFBR3/PDGFRB/GPC1/TBX2/PRICKLE1/NOG/SORBS2/SCX/TGFB2/ADAMTS9/B4GALNT2/EGR2/CXADR/RBM24/PDGFRA/DNER/DLL1/FOXC2/NKX2-6/PROX1/DSP/FOS/BMP4/NEURL1/WT1/ID2/ABCC9/CDON",32
"GO:0060560","developmental growth involved in morphogenesis","22/669","246/18860",0.0894308943089431,2.52117588440458,4.60544110420602,6.95583805999655e-05,0.00282894710119182,0.00228633385883837,"KIF26B/WNT5A/SEMA6D/SPRY1/MAP2/BDNF/TBX2/PRICKLE1/SYT1/TRPV2/CLSTN3/FGF13/RDH10/SH3GL2/WNT7B/CRABP2/NRCAM/SLIT2/POSTN/BMP4/CYFIP2/RTN4R",22
"GO:0010720","positive regulation of cell development","33/669","451/18860",0.0731707317073171,2.0627802690583,4.3808739475655,7.44991098868629e-05,0.00295988202672241,0.0023921544849713,"F11R/SOX11/TNFRSF1B/RELN/IL1RAPL1/PLXND1/NEDD9/BDNF/EGR2/TRPV2/ID4/ADAM8/GAS6/CDH5/GLI2/LIF/CRABP2/NKX2-2/MMP14/FOS/PRKCH/SLIT2/IL12RB1/BMP4/PAX6/NEURL1/PLXNC1/VSIR/PTN/KIT/ID2/TOX/CDON",33
"GO:0070482","response to oxygen levels","28/669","357/18860",0.0784313725490196,2.2110847328468,4.43028499959296,7.99383288085573e-05,0.00309523918920592,0.00250154912988777,"PLAT/ANGPT2/NDRG1/DDIT4/VASN/TGFBR3/SOD3/PDK3/LPAR1/COL1A1/STC1/TGFB2/ITGA2/ADAM8/GUCY1A1/NDNF/LIF/EPAS1/MMP14/FOS/SOX2/POSTN/NDP/PTGS2/CD38/PGF/ABCC9/FMN2",28
"GO:0001959","regulation of cytokine-mediated signaling pathway","19/669","198/18860",0.095959595959596,2.70522866935423,4.6257294747865,8.43297213049514e-05,0.00318287646892808,0.00257237692297052,"ISG15/USP18/WNT5A/TNFRSF11B/TSLP/CARD16/SAMHD1/ANXA4/OAS1/IRAK2/OAS3/NR1H4/CASP1/GAS6/IRF7/SLIT2/RBM47/PADI2/MMP12",19
"GO:0061138","morphogenesis of a branching epithelium","19/669","199/18860",0.0954773869346734,2.69163455543788,4.60054975521405,9.0211487250751e-05,0.00327704217739948,0.00264848094327156,"COL4A1/HGF/PLXND1/WNT5A/SPRY1/TBX2/NOG/CELSR1/PDGFA/DCHS1/RDH10/GLI2/FOXC2/MMP14/PROX1/SLIT2/HOXD11/BMP4/WT1",19
"GO:0051216","cartilage development","20/669","216/18860",0.0925925925925926,2.61030836516636,4.56468149533015,9.11241861330437e-05,0.00327831816095966,0.00264951218362799,"EFEMP1/WNT5A/WNT9A/ADAMTS12/NOG/SCX/COL1A1/STC1/TGFB2/CCN3/TSKU/CYTL1/WNT7B/CTSK/MAF/OSR1/BMP4/GALNT3/NFATC2/DLX2",20
"GO:0032970","regulation of actin filament-based process","30/669","402/18860",0.0746268656716418,2.1038306226714,4.29009832679997,0.000110520565538069,0.00384365093603253,0.00310640989819311,"F11R/PPM1E/TPM1/NEDD9/CSF1R/PDGFRB/SIGLEC15/DLC1/LPAR1/STC1/TGFB2/CELSR1/PDGFA/FGF13/PDE4D/DSC2/PDGFRA/EPHA3/TENM1/PDE4B/PROX1/DSP/SLIT2/RND3/CYRIA/SPTA1/CYFIP2/ACTA2/CARMIL2/CORO2B",30
"GO:0030324","lung development","19/669","203/18860",0.0935960591133005,2.63859742134058,4.50135725423046,0.000117526172877488,0.00389113828896554,0.00314478882116117,"SOX11/WNT5A/SPRY1/TBX2/NOG/CELSR1/PDGFA/RDH10/WNT7B/PDGFRA/GLI2/LIF/EPAS1/MMP14/PROX1/RCN3/BMP4/PHEX/MMP12",19
"GO:0018212","peptidyl-tyrosine modification","14/669","123/18860",0.113821138211382,3.20876930742402,4.71299510123146,0.000118879095062955,0.0039076157218895,0.00315810575903707,"NRG1/EFEMP1/NEDD9/CSF1R/PDGFRB/GPRC5A/PDGFB/TPST2/PDGFRA/LIF/IL11/EPHA3/GPRC5B/KIT",14
"GO:0060325","face morphogenesis","7/669","33/18860",0.212121212121212,5.97997916383567,5.49083048898034,0.000130739704207584,0.00420668808820036,0.00339981380548706,"DKK1/PRICKLE1/NOG/SCX/COL1A1/TGFB2/PDGFRA",7
"GO:0035051","cardiocyte differentiation","17/669","172/18860",0.0988372093023256,2.78635241770084,4.51329847155891,0.00013705504021709,0.00437905229896424,0.00353911726964706,"NRG1/DKK1/TGFBR3/SPRY1/PDGFRB/TBX2/PRICKLE1/SORBS2/TGFB2/JAG1/CXADR/PDGFRA/DLL1/NKX2-6/PROX1/BMP4/WT1",17
"GO:0031589","cell-substrate adhesion","28/669","369/18860",0.0758807588075881,2.13917953828268,4.23808108555974,0.000140327341415633,0.00445246960366687,0.00359845258542428,"ABI3BP/ANGPT2/ITGB4/NEDD9/ADAMTS12/DLC1/COL1A1/SPRY4/ADAMTS9/JAG1/COL16A1/HAS2/PDGFB/NID1/ITGA2/BCL2L11/GAS6/NDNF/EPHA3/MMP14/POSTN/COL13A1/EMP2/PTPRO/MMP12/CORO2B/EPHB3/NPY",28
"GO:0010812","negative regulation of cell-substrate adhesion","10/669","69/18860",0.144927536231884,4.08570004982561,4.92433294462422,0.000151569185683293,0.00459578853940043,0.00371428187584908,"ANGPT2/DLC1/COL1A1/SPRY4/JAG1/MMP14/POSTN/PTPRO/MMP12/CORO2B",10
"GO:0035904","aorta development","10/669","69/18860",0.144927536231884,4.08570004982561,4.92433294462422,0.000151569185683293,0.00459578853940043,0.00371428187584908,"PLXND1/PDGFRB/TBX2/PRICKLE1/TGFB2/ADAMTS9/JAG1/EGR2/PROX1/NGFR",10
"GO:0003177","pulmonary valve development","6/669","24/18860",0.25,7.04783258594918,5.68532299436836,0.000151689836591996,0.00459578853940043,0.00371428187584908,"TNFRSF1B/TGFB2/ADAMTS5/JAG1/SLIT2/BMP4",6
"GO:0098801","regulation of renal system process","6/669","24/18860",0.25,7.04783258594918,5.68532299436836,0.000151689836591996,0.00459578853940043,0.00371428187584908,"STC1/PDGFB/GAS6/EMP2/PTPRO/CORO2B",6
"GO:0007596","blood coagulation","21/669","243/18860",0.0864197530864197,2.4362878074886,4.32149349333488,0.000163300698093251,0.00477355068728614,0.00385794791236129,"PLAT/F11R/ANGPT2/PRRG4/HSPB1/TFPI2/PDGFB/ITGA2/PDGFA/ANGPTL2/GAS6/PDGFRA/MYL9/SERPINB2/ANXA8/F3/DGKE/ENPP4/P2RY1/PROS1/CEACAM1",21
"GO:0048146","positive regulation of fibroblast proliferation","9/669","57/18860",0.157894736842105,4.45126268586264,5.00433037353121,0.000165141817371374,0.00477355068728614,0.00385794791236129,"WNT5A/PDGFD/PDGFB/EREG/PDGFA/GAS6/PDGFRA/LIF/NGFR",9
"GO:0042325","regulation of phosphorylation","31/669","431/18860",0.0719257540603248,2.02768269294129,4.13895681386102,0.000166037926294133,0.00477355068728614,0.00385794791236129,"NRG1/PPM1E/WNT5A/NEDD9/CSF1R/PDGFRB/GPRC5A/HSPB1/RARRES2/CDKN1C/TPD52L1/PDGFB/EREG/PDGFA/WNK3/ADCY8/GAS6/LIF/IL11/KSR1/TENM1/GPRC5B/LCP2/SLIT2/LDB2/BMP4/INSM1/EMP2/KIT/CEACAM1/CIMAP3",31
"GO:0042633","hair cycle","14/669","127/18860",0.110236220472441,3.10770570719019,4.57037954795421,0.000167573767002387,0.00477355068728614,0.00385794791236129,"WNT5A/DKK1/TGFB2/TSKU/PDGFA/TNFRSF19/GLI2/LDB2/HOXC13/MPZL3/LRIG1/KRT16/FA2H/NGFR",14
"GO:0030193","regulation of blood coagulation","10/669","70/18860",0.142857142857143,4.02733290625667,4.8661995445566,0.000171299344292808,0.00477355068728614,0.00385794791236129,"PLAT/ANGPT2/PDGFB/PDGFA/PDGFRA/SERPINB2/F3/ENPP4/PROS1/CEACAM1",10
